hhid,region,s04q01a,s04q02a,s04q02a_autre,s04q01b,s04q02b,s04q02b_autre,s04q01c,s04q02c,s04q02c_autre,s04q01d,s04q02d,s04q02d_autre,s04q01e,s04q02e,s04q02e_autre,s04q01f,s04q02f,s04q02f_autre,s04q01g,s04q02g,s04q02g_autre,s04q025__1,s04q025__2,s04q025__3,s04q025__4,s04q025__5,s04q06,s04q07,s04q08,s04q11a,s04q11b__1,s04q11b__2,s04q11b__3,s04q11b__4,s04q11b__5,s04q11b__6,s04q11b__7,s04q11b_aut,p0,hhweight_covid,domaine_residence
5650003,Ségou,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,1,0,0,0,0,NON,,,,,,,,,,,,Non Pauvres,8265.4482421875,Rural
5650009,Ségou,OUI,,,OUI,,,OUI,,,NON,AUTRES (specifier) ,Pas dans notre consommation,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Pauvres,9658.0126953125,Rural
5710011,Ségou,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Non Pauvres,2599.716552734375,Rural
5760008,Ségou,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Pauvres,2463.926513671875,Rural
5790004,Ségou,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Pauvres,1798.5216064453125,Rural
5790005,Ségou,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,1539.197265625,Rural
5790009,Ségou,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Non Pauvres,1539.197265625,Rural
5820011,Ségou,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Pauvres,602.2784423828125,Autres_urbains
5850003,Ségou,NON,AUTRES (specifier) ,manque de moyen financier,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,2678.120849609375,Rural
5850006,Ségou,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,2678.120849609375,Rural
5850009,Ségou,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Non Pauvres,2678.120849609375,Rural
5860006,Ségou,NON,AUTRES (specifier) ,pauvreté,OUI,,,OUI,,,NON,AUTRES (specifier) ,pauvreté,OUI,,,NON,AUTRES (specifier) ,pauvreté,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Non Pauvres,2492.4267578125,Rural
5860010,Ségou,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Non Pauvres,2492.4267578125,Rural
5910003,Ségou,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,499.6670227050781,Autres_urbains
5910007,Ségou,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,499.6670227050781,Autres_urbains
5910010,Ségou,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Non Pauvres,499.6670227050781,Autres_urbains
5910012,Ségou,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Non Pauvres,499.6670227050781,Autres_urbains
5940003,Ségou,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,1,0,0,0,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,0,0,1,0,0,,Non Pauvres,641.493896484375,Autres_urbains
5940006,Ségou,OUI,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Non Pauvres,641.493896484375,Autres_urbains
5940007,Ségou,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Pauvres,606.40362548828125,Autres_urbains
5940009,Ségou,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Non Pauvres,641.493896484375,Autres_urbains
5940010,Ségou,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Pauvres,606.40362548828125,Autres_urbains
5940011,Ségou,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Tous les enfants scolarisés sont revenus à l'école,,,,,,,,,Non Pauvres,641.493896484375,Autres_urbains
5940012,Ségou,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,1,0,0,0,,Non Pauvres,641.493896484375,Autres_urbains
5950004,Ségou,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Pauvres,288.7636413574219,Autres_urbains
5950005,Ségou,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Pauvres,288.7636413574219,Autres_urbains
5950008,Ségou,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,305.4732666015625,Autres_urbains
5950010,Ségou,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Non Pauvres,305.4732666015625,Autres_urbains
5950011,Ségou,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Pauvres,288.7636413574219,Autres_urbains
5950012,Ségou,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,305.4732666015625,Autres_urbains
5980004,Ségou,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,1,0,0,0,0,NON,,,,,,,,,,,,Non Pauvres,253.1064453125,Autres_urbains
5980008,Ségou,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Non Pauvres,253.1064453125,Autres_urbains
5980011,Ségou,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Non Pauvres,253.1064453125,Autres_urbains
5980012,Ségou,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,1,0,0,0,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Non Pauvres,253.1064453125,Autres_urbains
5990002,Ségou,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,663.31341552734375,Autres_urbains
5990003,Ségou,OUI,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,663.31341552734375,Autres_urbains
5990004,Ségou,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,663.31341552734375,Autres_urbains
5990007,Ségou,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,1,0,0,0,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,1,0,0,0,0,0,0,,Non Pauvres,663.31341552734375,Autres_urbains
5990008,Ségou,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,0,0,1,0,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Pauvres,627.02960205078125,Autres_urbains
5990011,Ségou,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,663.31341552734375,Autres_urbains
6040004,Ségou,OUI,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,1,0,0,0,,Pauvres,701.2830810546875,Autres_urbains
6040005,Ségou,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Non Pauvres,741.86370849609375,Autres_urbains
6040007,Ségou,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,741.86370849609375,Autres_urbains
6040009,Ségou,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,1,0,0,0,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Non Pauvres,741.86370849609375,Autres_urbains
6040011,Ségou,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Non Pauvres,741.86370849609375,Autres_urbains
6080011,Ségou,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,1,0,0,0,,Non Pauvres,2368.630615234375,Rural
6080012,Ségou,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,NON,LES MAGASINS SONT EN RUPTURE DE STOCK ,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,1,0,0,0,1,0,0,,Non Pauvres,2368.630615234375,Rural
6100001,Ségou,OUI,,,NON,AUGMENTATION DE PRIX ,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,NON,AUGMENTATION DE PRIX ,,N'A PAS ESSAYÉ,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Pauvres,2044.43212890625,Rural
6100004,Ségou,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,1,0,0,0,0,0,0,,Pauvres,2044.43212890625,Rural
6100008,Ségou,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,0,0,1,0,0,,Pauvres,2044.43212890625,Rural
6100011,Ségou,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,1,0,0,0,0,0,0,,Non Pauvres,1749.6505126953125,Rural
6130001,Ségou,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Pauvres,6147.76171875,Rural
6130010,Ségou,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Pauvres,6147.76171875,Rural
6130012,Ségou,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,NON,AUTRES (specifier) ,manque d'argent,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Non Pauvres,5261.3310546875,Rural
6150001,Mopti,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,1,0,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,3499.3505859375,Rural
6150002,Mopti,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,3499.3505859375,Rural
6150006,Mopti,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Non Pauvres,3499.3505859375,Rural
6160002,Mopti,OUI,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,1,0,0,0,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Non Pauvres,1228.0128173828125,Rural
6160005,Mopti,OUI,,,OUI,,,OUI,,,NON,AUTRES (specifier) ,N'existe pas,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Pauvres,1270.275634765625,Rural
6160006,Mopti,OUI,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Pauvres,1270.275634765625,Rural
6160008,Mopti,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,1,0,0,0,0,NON,,,,,,,,,,,,Non Pauvres,1228.0128173828125,Rural
6160009,Mopti,OUI,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Pauvres,1270.275634765625,Rural
6160010,Mopti,OUI,,,OUI,,,OUI,,,NON,AUTRES (specifier) ,Non nécessiteux,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,1228.0128173828125,Rural
6160011,Mopti,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Non Pauvres,1228.0128173828125,Rural
6170002,Mopti,OUI,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Pauvres,643.51690673828125,Rural
6170004,Mopti,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,622.10675048828125,Rural
6170007,Mopti,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Pauvres,643.51690673828125,Rural
6170010,Mopti,OUI,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,1,0,0,0,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,622.10675048828125,Rural
6210003,Mopti,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Non Pauvres,3904.367919921875,Rural
6210004,Mopti,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,1,0,0,0,0,0,0,,Pauvres,4038.739013671875,Rural
6240003,Mopti,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Pauvres,2543.903076171875,Rural
6240007,Mopti,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,2459.265869140625,Rural
6240011,Mopti,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Pauvres,2543.903076171875,Rural
6300001,Mopti,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Non Pauvres,359.4915771484375,Autres_urbains
6300002,Mopti,OUI,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Non Pauvres,359.4915771484375,Autres_urbains
6300003,Mopti,OUI,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,359.4915771484375,Autres_urbains
6330001,Mopti,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,342.7153015136719,Autres_urbains
6330002,Mopti,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,342.7153015136719,Autres_urbains
6330004,Mopti,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Pauvres,420.5700988769531,Autres_urbains
6330006,Mopti,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,342.7153015136719,Autres_urbains
6330009,Mopti,OUI,,,OUI,,,OUI,,,NON,AUTRES (specifier) ,ne consomme pas le Maïs beaucoup,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,342.7153015136719,Autres_urbains
6330011,Mopti,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,0,1,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Non Pauvres,342.7153015136719,Autres_urbains
6390005,Mopti,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Non Pauvres,366.681396484375,Autres_urbains
6390009,Mopti,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Non Pauvres,366.681396484375,Autres_urbains
6430003,Mopti,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,1,0,0,0,1,0,0,,Non Pauvres,675.8441162109375,Autres_urbains
6430004,Mopti,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,1,0,0,0,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Non Pauvres,675.8441162109375,Autres_urbains
6430006,Mopti,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Non Pauvres,675.8441162109375,Autres_urbains
6430008,Mopti,OUI,,,OUI,,,NON,AUTRES (specifier) ,pauvreté,NON,AUTRES (specifier) ,pauvreté,OUI,,,NON,AUTRES (specifier) ,pauvreté,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,675.8441162109375,Autres_urbains
6430011,Mopti,OUI,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Non Pauvres,675.8441162109375,Autres_urbains
6430012,Mopti,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,1,0,0,0,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,675.8441162109375,Autres_urbains
6440002,Mopti,N'A PAS ESSAYÉ,,,OUI,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,Non,,,,,,,,,,,Pauvres,1166.37451171875,Rural
6440009,Mopti,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Aucun,0,0,1,0,0,0,0,,Non Pauvres,1127.5684814453125,Rural
6440010,Mopti,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,OUI,"Oui, scolarisé et frequentait l'ecole",,Seulement les enfants en classe d'examen,,,,,,,,,Pauvres,1166.37451171875,Rural
6440012,Mopti,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,1,0,0,OUI,"Oui, scolarisé mais ne frequentais pas l'ecole à cause de la greve des enseignants",,,,,,,,,,,Pauvres,1166.37451171875,Rural
6450002,Mopti,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,N'A PAS ESSAYÉ,,,OUI,,,OUI,,,OUI,,,0,0,0,1,0,NON,,,,,,,,,,,,Pauvres,423.5111389160156,Autres_urbains
