hhid,region,langue,s05q01,s05q02,s05q03,s05q03_autre,s05q04,s05q04_autre,s05q05,s05q06,s05q07,s05q07a,s04q7a_autre,s05q08,s05q08a,s05q09__0,s05q09__1,s05q09__2,s05q09__3,s05q09__4,s05q09__5,s05q09__6,s05q09__7,s05q09__8,s05q09__9,s05q09__10,s05q09__11,s05q09__12,s05q09__13,s05q09__14,s05q09__15,s05q09__16,s05q09__17,s05q09__18,s05q09__19,s05q09__20,s05q09__21,s05q09__22,s05q09__23,s05q09__24,s05q09__25,s05q09__26,s05q09__27,s05q09__28,s05q09__29,s05q09__30,s05q09__31,s05q09__32,s05q09__33,s05q09__34,s05q09__35,s05q09__36,s05q09__37,s05q09__38,s05q09__39,s05q09__40,s05q09__41,s05q09__42,s05q09__43,s05q09__44,s05q09__45,s05q09__46,s05q09__47,s05q09__48,s05q09__49,s05q09__50,s05q09__51,s05q09__52,s05q09__53,s05q09__54,s05q09__55,s05q09__56,s05q09__57,s05q09__58,s05q09__59,s05q10,s05q11,s05q12,s05q13,s05q13_autre,s05q14,s05q15,s05q16,s05q16_autre,s05q17,s05q18,s05q19,s05q20,s05q21,s05q22,s00q01,s00q04,p0,hhweight_covid,domaine_residence
7210004,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,OUI,BAISSE,MOINS FREQUEMMENT,Mopti,Rural,Pauvres,2644.785888671875,Rural
7210009,Mopti,Dogon,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Mopti,Rural,Non Pauvres,2559.0751953125,Rural
7220001,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Mopti,Urbain,Pauvres,742.64337158203125,Autres_urbains
7220002,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Mopti,Urbain,Pauvres,742.64337158203125,Autres_urbains
7220004,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,NE PEUT SE DEPLACER / TRANSPORTER LES PRODUITS,,OUI,OUI,,,NON,,,NON,,,Mopti,Urbain,Non Pauvres,550.9984130859375,Autres_urbains
7220011,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Mopti,Urbain,Pauvres,742.64337158203125,Autres_urbains
7260002,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Mopti,Rural,Non Pauvres,5100.6826171875,Rural
7260004,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Mopti,Rural,Non Pauvres,5100.6826171875,Rural
7260008,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,NON,,,Mopti,Rural,Pauvres,5271.5185546875,Rural
7260009,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Plus élevé que d'habitude,,,OUI,OUI,,,NON,,,NON,,,Mopti,Rural,Pauvres,5271.5185546875,Rural
7260011,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Mopti,Rural,Pauvres,5271.5185546875,Rural
7260012,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,NE SAIT PAS,,,NE SAIT PAS,,,Mopti,Rural,Non Pauvres,5100.6826171875,Rural
7290003,Mopti,Bambara/Malinké,NON,OUI,COVID-19,,COMMERCE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",COVID,OUI,OUI,,,NON,,,NON,,,Mopti,Urbain,Pauvres,1377.483642578125,Autres_urbains
7290004,Mopti,Bambara/Malinké,NON,OUI,COVID-19,,EDUCATION,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Mopti,Urbain,Non Pauvres,1022.01318359375,Autres_urbains
7290008,Mopti,Bambara/Malinké,NON,OUI,ACTIVITE A l'ARRET(ENTREPRISE ou ADMINISTRATION),,COMMERCE,,,,,,,NON,OUI,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Plus élevé que d'habitude,,,OUI,OUI,,,NON,,,NON,,,Mopti,Urbain,Pauvres,1377.483642578125,Autres_urbains
7290009,Mopti,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,OUI,OUI,,,NON,,,OUI,RESTE LE MEME,AU MEME RYTHME,Mopti,Urbain,Non Pauvres,1022.01318359375,Autres_urbains
7290010,Mopti,Bambara/Malinké,NON,OUI,COVID-19,,AGRICULTURE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Mopti,Urbain,Non Pauvres,1022.01318359375,Autres_urbains
7340004,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,TRAVAIL SAISONNIER,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Mopti,Rural,Pauvres,5456.5634765625,Rural
7350001,Mopti,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Mopti,Rural,Non Pauvres,1733.7080078125,Rural
7380005,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,OUI,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,OUI,OUI,,,NON,,,NON,,,Mopti,Rural,Pauvres,5375.32421875,Rural
7380009,Mopti,Français,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Mopti,Rural,Non Pauvres,5201.1240234375,Rural
7400001,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Mopti,Urbain,Pauvres,1445.3597412109375,Autres_urbains
7400004,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,NON,,,NON,,,Mopti,Urbain,Non Pauvres,1072.373291015625,Autres_urbains
7400006,Mopti,Français,NON,OUI,COVID-19,,COMMERCE,,,,,,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Mopti,Urbain,Non Pauvres,1072.373291015625,Autres_urbains
7430009,Mopti,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,OUI,BAISSE,MOINS FREQUEMMENT,OUI,RESTE LE MEME,AU MEME RYTHME,Mopti,Rural,Non Pauvres,5262.26220703125,Rural
7430012,Mopti,Bambara/Malinké,NON,OUI,COVID-19,,SERVICES PERSONNELS,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",Covid 19,OUI,NON,TRAVAIL SAISONNIER,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Mopti,Rural,Pauvres,5438.509765625,Rural
7450002,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Mopti,Rural,Pauvres,5858.24560546875,Rural
7450003,Mopti,Français,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Mopti,Rural,Non Pauvres,5668.39501953125,Rural
7450005,Mopti,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Mopti,Rural,Pauvres,5858.24560546875,Rural
7450007,Mopti,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Mopti,Rural,Pauvres,5858.24560546875,Rural
7450009,Mopti,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Plus élevé que d'habitude,,,OUI,OUI,,,NON,,,NON,,,Mopti,Rural,Non Pauvres,5668.39501953125,Rural
7570003,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Mopti,Urbain,Non Pauvres,465.0900573730469,Autres_urbains
7570004,Mopti,Bambara/Malinké,NON,OUI,COVID-19,,COMMERCE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Mopti,Urbain,Non Pauvres,465.0900573730469,Autres_urbains
7570005,Mopti,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Mopti,Urbain,Non Pauvres,465.0900573730469,Autres_urbains
7570009,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Mopti,Urbain,Non Pauvres,465.0900573730469,Autres_urbains
7570010,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,IMPOSSIBILITE D'ACQUERIR OU DE DEPLACER LES INTRANTS,,NON,,,NON,,,Mopti,Urbain,Pauvres,626.85491943359375,Autres_urbains
7570011,Mopti,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Mopti,Urbain,Pauvres,626.85491943359375,Autres_urbains
7570012,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Mopti,Urbain,Non Pauvres,465.0900573730469,Autres_urbains
7580001,Mopti,Bambara/Malinké,OUI,,,,,,Dans une exploitation agricole familiale ou dans l'élevage,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Mopti,Rural,Pauvres,3366.911865234375,Rural
7580011,Mopti,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Mopti,Rural,Pauvres,3366.911865234375,Rural
7690010,Tombouctou,Sonhrai,NON,OUI,COVID-19,,AGRICULTURE,,,,,,,NON,OUI,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,CONSEILLE DE RESTER A LA MAISON,,NON,,,NON,,,Tombouctou,Rural,Non Pauvres,6536.8671875,Rural
7740007,Tombouctou,Sonhrai,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,751.1341552734375,Autres_urbains
7740009,Tombouctou,Sonhrai,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Pauvres,1203.1558837890625,Autres_urbains
7740011,Tombouctou,Sonhrai,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,"AUTRE, SPECIFIER",Manque d argent,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,751.1341552734375,Autres_urbains
7750001,Tombouctou,Français,NON,OUI,"AUTRE, SPECIFIER",Pas d arret de travail,SANTE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Tombouctou,Rural,Non Pauvres,3805.3232421875,Rural
7760012,Tombouctou,Sonhrai,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,572.292724609375,Autres_urbains
7780002,Tombouctou,Sonhrai,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,554.40850830078125,Autres_urbains
7780003,Tombouctou,Sonhrai,NON,OUI,ACTIVITE A l'ARRET(ENTREPRISE ou ADMINISTRATION),,"AUTRE, SPECIFIER",L enseignement,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,554.40850830078125,Autres_urbains
7780006,Tombouctou,Sonhrai,OUI,,,,,,Dans une exploitation agricole familiale ou dans l'élevage,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE SAISONNIERE,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Pauvres,888.04364013671875,Autres_urbains
7780009,Tombouctou,Sonhrai,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,554.40850830078125,Autres_urbains
7800001,Tombouctou,Sonhrai,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,411.3353271484375,Autres_urbains
7800005,Tombouctou,Sonhrai,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,411.3353271484375,Autres_urbains
7800011,Tombouctou,Sonhrai,OUI,,,,,,En tant que salarié,NON,Paiement partiel,ACTIVITE A l'ARRET(ENTREPRISE ou ADMINISTRATION),,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",Covid19,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,411.3353271484375,Autres_urbains
7810004,Tombouctou,Sonhrai,NON,OUI,"AUTRE, SPECIFIER",Manque des clients,AGRICULTURE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,1086.4619140625,Autres_urbains
7820004,Tombouctou,Sonhrai,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",Depenses,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,205.66766357421875,Autres_urbains
7820005,Tombouctou,Sonhrai,NON,OUI,ABSENT TEMPORAIREMENT,,COMMERCE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,205.66766357421875,Autres_urbains
7930006,Tombouctou,Sonhrai,NON,OUI,COVID-19,,"AUTRE, SPECIFIER",Animateur,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Tombouctou,Urbain,Pauvres,1095.7313232421875,Autres_urbains
7970001,Tombouctou,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,2038.792724609375,Autres_urbains
7970011,Tombouctou,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Tombouctou,Urbain,Pauvres,3265.708984375,Autres_urbains
8020001,Tombouctou,Sonhrai,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,RESTRICTION DE DEPLACEMENT / VOYAGE,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,634.88714599609375,Autres_urbains
8020002,Tombouctou,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,634.88714599609375,Autres_urbains
8020006,Tombouctou,Sonhrai,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,634.88714599609375,Autres_urbains
8020010,Tombouctou,Sonhrai,NON,OUI,COVID-19,,TRANSPORTS,,,,,,,NON,OUI,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,634.88714599609375,Autres_urbains
8020011,Tombouctou,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,634.88714599609375,Autres_urbains
8020012,Tombouctou,Sonhrai,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Plus élevé que d'habitude,,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,634.88714599609375,Autres_urbains
8050003,Tombouctou,Sonhrai,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,907.620361328125,Autres_urbains
8050005,Tombouctou,Bambara/Malinké,NON,OUI,COVID-19,,SERVICES PERSONNELS,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,907.620361328125,Autres_urbains
8050007,Tombouctou,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Identique,,,OUI,OUI,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,907.620361328125,Autres_urbains
8050008,Tombouctou,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Plus élevé que d'habitude,,,NON,,,,NON,,,NON,,,Tombouctou,Urbain,Non Pauvres,907.620361328125,Autres_urbains
